"id","statuses_count","followers_count","friends_count","favourites_count","listed_count","retweet_count","reply_count","favorite_count","num_hashtags","num_urls","num_mentions"
"364776732","460","99","341","15","0","66.75",\N,"0.02","0.44","0.42","1.04"
"364805437","1049","67","162","18","2","55.76",\N,"0.04","0.41","0.20","0.98"
"364851614","2130","124","643","43","0","426.34",\N,"0.01","0.69","0.22","0.95"
"365372541","3701","501","528","1348","2","64.70",\N,"0.06","0.28","0.05","0.92"
"365383515","3061","86","95","6","0","94.07",\N,"0.02","0.29","0.27","0.67"
"365440652","41","42","79","1","0","16.72",\N,"0.08","1.18","0.28","0.26"
"365622635","1396","175","327","68","4","21.77",\N,"0.02","0.73","0.34","1.13"
"365665311","1784","70","209","303","1","480.82",\N,"0.04","0.54","0.12","0.81"
"365993895","971","128","229","17","2","9.11","0.01","0.04","0.94","0.78","0.69"
"366116632","2317","378","380","100","0","1.69",\N,"0.03","0.48","0.19","0.86"
"367240411","764","120","269","94","2","52.61",\N,"0.05","0.55","0.17","0.75"
"368540321","72","21","45","0","0","21.98",\N,"0.00","0.92","0.11","0.52"
"368579486","155","26","51","0","0","14.47",\N,"0.01","0.64","0.11","0.91"
"369537903","4001","639","355","894","1","92.63",\N,"0.09","0.51","0.05","0.63"
"370193929","410","30","407","0","0","12.32",\N,"0.02","1.06","0.05","0.65"
"370595287","364","48","187","12","2","22.53","0.16","0.02","0.60","0.10","0.82"
"370625229","1448","344","548","2","6","665.84",\N,"0.04","0.79","0.10","0.42"
"370850929","807","99","366","147","2","7.15",\N,"0.13","0.41","0.09","0.48"
"372460791","42290","2194","1558","177","100","6.16",\N,"0.14","0.19","0.10","1.10"
"372786191","905","669","1362","6","1","67.79","0.02","0.09","0.48","0.07","0.44"
"373579998","411","31","139","29","1","24.95",\N,"0.05","0.11","0.14","0.46"
"373947833","528","822","170","5","17","22.93",\N,"0.12","0.91","0.07","1.02"
"374062715","184","41","140","21","0","318.59",\N,"0.03","0.64","0.17","1.03"
"374138547","1170","341","733","8","2","20.29","0.29","0.19","0.49","0.28","1.05"
"374488191","1066","239","775","61","0","9.39",\N,"0.02","0.43","0.33","0.39"
"375209946","975","35","104","0","1","1110.78",\N,"0.05","0.82","0.17","0.43"
"376425777","585","92","110","4","0","36.23",\N,"0.03","0.66","0.28","0.58"
"376677633","587","115","243","48","1","63.78",\N,"0.02","0.87","0.41","1.03"
"376705770","1034","222","389","37","1","41.54",\N,"0.02","0.78","0.58","0.95"
"377304816","142","3","56","1","0","15.35",\N,"0.02","1.05","0.46","0.71"
"377389027","5804","562","626","29","1","65.56",\N,"0.04","0.50","0.13","0.95"
"377914761","960","172","535","108","2","14.71",\N,"0.05","0.37","0.26","0.67"
"378009515","18","26","99","0","0","0.00",\N,"0.00","4.00","1.00","0.00"
"378814988","6","6","14","4","0","4.50","0.17","0.00","0.50","0.33","0.67"
"379114417","1747","174","307","13","1","4.09",\N,"0.03","0.58","0.11","0.55"
"379176983","20","8","30","0","1","25.55","0.15","0.05","0.75","0.20","0.90"
"379260334","107","56","161","2","0","0.05",\N,"0.05","0.64","0.07","0.19"
"379296310","8252","769","1106","947","3","8.33","0.33","0.30","0.32","0.03","0.77"
"379728710","61","14","84","0","0","61.23","0.04","0.00","0.40","0.35","0.77"
"380015773","1579","256","457","2046","1","24.71",\N,"0.11","0.56","0.07","0.78"
"380172348","2775","211","388","178","7","6.59",\N,"0.02","0.25","0.07","0.60"
"380319760","5351","448","1108","261","3","37.49",\N,"0.01","0.59","0.22","1.15"
"381030516","19775","1781","1275","3785","10","4024.74",\N,"0.10","0.53","0.12","0.89"
"381384396","104","13","21","0","0","0.00","0.09","0.00","0.02","0.75","0.19"
"381666513","2697","282","525","16","6","15.91",\N,"0.04","0.31","0.04","0.97"
"381950248","1049","50","304","8","0","36.07",\N,"0.03","0.41","0.09","1.25"
"381960133","882","44","168","30","0","25.59",\N,"0.06","1.14","0.15","0.62"
"382178634","939","130","335","81","0","10.98",\N,"0.02","0.84","0.47","0.72"
"382247829","849","90","135","2","0","1.47",\N,"0.04","0.42","0.05","0.57"
"382271109","211","76","171","2","0","125.67",\N,"0.02","0.37","0.29","0.68"
"383145557","1010","174","464","202","1","15.32","0.20","0.12","1.06","0.04","1.06"
"383292062","222","125","300","20","0","72.06",\N,"0.05","0.47","0.15","0.74"
"383387954","1066","188","227","0","2","212.98",\N,"0.06","0.21","0.20","0.68"
"383825758","295","96","233","6","0","1.80",\N,"0.02","3.48","0.57","0.47"
"384547005","265","13","141","0","1","0.13","0.14","0.01","0.73","0.38","0.93"
"384753006","444","108","497","4","0","56.46",\N,"0.04","0.97","0.18","0.68"
"384858886","1673","47","85","87","0","3.81","0.45","0.18","0.18","0.03","0.74"
"384932218","600","77","436","47","0","4.15",\N,"0.01","0.85","0.13","1.37"
"385868840","1613","836","1996","10","22","4.25",\N,"0.01","0.37","0.75","0.95"
"386034126","1962","1419","337","5","9","55.06",\N,"1.32","0.34","0.02","0.87"
"386779723","358","161","700","9","2","13.75",\N,"0.00","0.24","0.67","0.82"
"387718926","5206","172","337","10","2","3.23",\N,"0.02","0.01","0.60","0.44"
"387971079","745","96","308","13","2","8.13",\N,"0.03","0.64","0.39","0.28"
"388348486","2226","308","816","18","1","386.79",\N,"0.01","0.16","0.67","0.27"
"388842116","8685","670","967","464","6","20.81",\N,"0.14","0.54","0.07","0.91"
"389400082","868","164","351","36","1","14.92",\N,"0.05","1.85","0.34","0.81"
"389652102","752","43","190","19","0","17.75",\N,"0.00","0.40","0.74","0.58"
"389715862","549","63","157","43","1","4.54",\N,"0.04","1.29","0.01","0.14"
"390428793","4212","130","75","153","0","322.36",\N,"0.05","0.30","0.23","0.61"
"390730174","7","4","29","0","0","0.00",\N,"0.00","1.14","0.21","0.21"
"390759955","3806","198","126","528","6","6.22",\N,"0.16","0.19","0.17","0.81"
"390972554","1292","38","101","498","0","24.06",\N,"0.03","0.26","0.32","0.83"
"391362651","140","13","31","1","0","7.94",\N,"0.01","0.31","0.41","0.84"
"391526633","497","56","242","44","0","8.42",\N,"0.04","0.33","0.49","0.37"
"391572279","88","20","94","1","0","2.39",\N,"0.02","0.69","0.02","0.98"
"391614396","7","6","54","1","0","3.00",\N,"0.00","0.86","0.43","1.29"
"391924068","926","57","266","139","1","67.61",\N,"0.01","0.48","0.27","0.92"
"392094997","3267","667","1361","909","8","90.33","0.16","0.09","0.45","0.33","1.25"
"392210280","1781","55","256","911","0","98.85",\N,"0.04","0.32","0.22","0.93"
"392247237","133","25","131","1","0","25.35",\N,"0.04","0.61","0.10","0.76"
"392676979","1112","130","140","11","1","90.26",\N,"0.07","1.41","0.38","0.80"
"393255100","474","46","90","1","1","2175.75","0.16","0.00","0.25","0.28","0.75"
"393628023","1945","75","384","14","0","42.01",\N,"0.01","0.37","0.24","0.90"
"393980520","120","119","147","1","0","1.74",\N,"0.09","0.94","0.17","1.95"
"394004577","3029","200","229","1787","1","3.38",\N,"0.17","0.12","0.04","0.62"
"394007331","956","23","212","7","0","187.95",\N,"0.01","0.45","0.10","0.92"
"394217175","205","61","143","11","0","65.69",\N,"0.02","0.55","0.04","0.77"
"394233142","4333","320","384","1031","6","487.04",\N,"0.12","0.14","0.05","0.60"
"394628127","629","105","357","5","0","24.51",\N,"0.02","0.77","0.38","0.93"
"394726610","3551","45","29","27","2","6.24",\N,"0.09","0.03","0.05","1.24"
"394789922","341","55","135","60","0","25.74","0.21","0.10","0.20","0.07","0.61"
"394814291","4557","423","757","43","2","36.02",\N,"0.07","0.18","0.05","1.21"
"395014721","651","129","278","56","0","7.64",\N,"0.13","0.54","0.08","0.83"
"395890746","61","12","33","0","0","0.24","0.00","0.00","0.02","0.63","0.18"
"396173375","1183","7","87","21","0","41.43",\N,"0.00","0.02","0.74","0.11"
"396462550","648","53","236","11","0","1290.58",\N,"0.01","0.33","0.05","0.50"
"396515695","708","93","308","11","0","51.31",\N,"0.02","0.73","0.31","0.42"
"396618509","263","79","286","11","1","48.36",\N,"0.03","0.58","0.20","0.83"
"396625283","680","73","222","128","0","4.33",\N,"0.13","0.31","0.11","1.16"
"396796142","250","17","242","0","0","56.97",\N,"0.00","0.84","0.13","1.20"
"396898731","4245","264","731","419","0","390.84",\N,"0.04","0.54","0.14","1.00"
"396900261","16601","211","172","806","0","0.36",\N,"0.30","0.38","0.01","0.91"
"397034400","42","18","13","3","0","170.52","0.21","0.00","0.17","0.38","0.60"
"397236414","66","2","35","0","0","13.02",\N,"0.00","0.29","0.68","0.32"
"397320325","3044","213","623","380","3","17.77",\N,"0.02","0.88","0.14","0.91"
"397324373","1552","144","302","1227","0","89.83",\N,"0.14","0.37","0.10","0.79"
"397337275","1506","20","192","0","0","3.08","0.16","0.01","0.19","0.08","1.10"
"397534181","506","106","168","6","0","31.45",\N,"0.05","0.31","0.13","0.70"
"397629967","245","20","194","2","0","5.28",\N,"0.01","0.43","0.06","0.56"
"398090733","246","14","141","0","0","16.15",\N,"0.04","0.13","0.09","0.86"
"398442529","119","20","88","0","0","3.09",\N,"0.21","1.80","0.03","0.77"
"399484359","21","67","232","0","0","2.14",\N,"0.00","1.00","0.29","0.38"
"399572723","128","126","139","8366","0","0.48",\N,"0.39","2.40","0.00","0.61"
"400300086","1313","298","302","111","1","41.41",\N,"0.04","0.30","0.05","0.89"
"400546232","335","33","134","50","0","113.34",\N,"0.02","1.02","0.06","0.82"
"400741034","399","333","241","0","5","698.74","0.25","0.05","0.78","0.53","0.89"
"400748069","996","67","81","45","1","16.60",\N,"0.04","0.79","0.33","0.28"
"400826236","240","91","168","3","0","12.24","0.12","0.01","0.14","0.65","0.69"
"401423776","744","118","204","9","5","4.76",\N,"0.01","0.65","0.84","0.80"
"401502696","23682","419","722","17995","4","0.39",\N,"0.61","0.35","0.06","0.95"
"402034337","30","9","41","2","0","1.90","0.17","0.00","0.10","0.40","0.57"
"402866477","1575","148","284","389","2","121.78",\N,"0.17","0.97","0.14","0.73"
"402955893","122","62","93","1","1","0.14",\N,"0.00","0.26","0.93","0.49"
"402979897","134","32","126","32","2","65.01",\N,"0.11","0.02","0.00","0.73"
"403461794","210","73","93","0","0","6.38",\N,"0.00","0.59","0.12","0.48"
"403766373","4388","96","114","53","2","1.51",\N,"0.05","0.27","0.01","0.71"
"404069171","1451","183","495","8","0","18.44",\N,"0.02","0.61","0.26","0.55"
"404987270","1012","92","220","12","1","38.64",\N,"0.05","1.16","0.13","0.42"
"405035087","3177","138","158","51","0","40.94",\N,"0.03","0.30","0.12","1.03"
"405135128","86","16","131","3","0","50.90","0.02","0.04","0.51","0.34","0.85"
"405140479","143","75","86","50","1","165.24",\N,"0.04","0.90","0.28","0.80"
"405418046","10272","333","349","13","5","3.17",\N,"0.01","0.39","0.86","0.12"
"405574548","3506","389","909","79","3","16.01",\N,"0.03","0.24","0.15","0.57"
"405611085","624","218","1300","36","4","136.05","0.27","0.06","0.81","0.44","0.86"
"406150965","1933","237","440","160","7","11.41","0.35","0.06","0.44","0.02","0.96"
"406162937","6357","215","681","1356","3","415.37",\N,"0.05","0.97","0.25","0.99"
"406165467","1087","184","475","19","0","4.12",\N,"0.24","0.04","0.07","0.95"
"406907214","6464","2352","469","251","80","9.82",\N,"0.15","0.46","0.14","1.44"
"406923780","130","32","164","2","0","67.53","0.17","0.02","0.93","0.28","0.55"
"406962616","2200","80","259","2","0","5.90",\N,"0.01","0.10","0.71","0.16"
"407024811","479","62","127","19","0","30.10",\N,"0.09","0.47","0.19","0.79"
"407101499","4385","751","1474","784","4","0.72",\N,"0.43","0.20","0.00","1.83"
"407302551","62","16","39","1","1","17.98","0.05","0.02","0.98","0.13","0.59"
"407689676","1378","187","172","16","3","10.29",\N,"0.02","0.72","0.23","0.50"
"407818010","1585","963","561","1823","0","4.31",\N,"0.49","0.19","0.01","0.50"
"407844335","319","66","241","0","0","74.93",\N,"0.02","0.76","0.30","1.62"
"407964674","754","19","82","26","0","12.27",\N,"0.01","0.37","0.13","0.49"
"408087080","259","145","159","1","0","18.96",\N,"0.08","0.49","0.07","2.17"
"408348854","740","64","318","6","4","6.42",\N,"0.01","0.27","0.25","1.13"
"408466988","360","46","86","2","0","12.11",\N,"0.00","0.52","0.05","0.79"
"408637014","194","86","81","25","0","23.67","0.19","0.03","0.65","0.09","0.55"
"409118790","359","83","111","0","0","4.73",\N,"0.03","0.70","0.63","0.93"
"409297732","3625","71","203","2","0","41.29","0.04","0.02","0.53","0.52","1.01"
"409503051","59","8","55","5","0","188.98","0.07","0.00","0.57","0.20","0.98"
"410044683","3062","583","997","163","1","13.45",\N,"0.06","0.70","0.21","0.88"
"410193975","318","133","377","15","0","63.13","0.10","0.02","0.48","0.47","1.31"
"410719897","751","45","89","2","0","31.45",\N,"0.03","0.29","0.25","0.90"
"410941537","9802","349","337","896","2","23.31",\N,"0.16","0.40","0.23","0.82"
"411386883","176","27","148","5","0","58.91",\N,"0.14","0.90","0.19","0.78"
"411410885","612","131","85","1","0","1490.73",\N,"0.06","0.32","0.01","0.81"
"412112516","5165","425","1320","437","2","12.90",\N,"0.05","0.50","0.23","1.08"
"412145728","276","129","325","55","0","18.88",\N,"0.08","1.11","0.44","0.69"
"412240393","1127","129","509","7","0","86.94",\N,"0.04","0.35","0.20","0.82"
"412325725","220","26","58","9","0","55.53",\N,"0.00","0.52","0.20","0.46"
"412601262","1027","94","195","34","0","50.84",\N,"0.03","0.92","0.09","0.87"
"412604603","118","2","41","1","0","42.32","0.03","0.01","0.40","0.17","0.96"
"413233876","2994","44","169","78","1","28.19",\N,"0.01","0.61","0.28","1.04"
"413255529","2691","192","195","1208","1","26.88",\N,"0.24","1.30","0.04","0.50"
"413269532","1748","110","240","253","1","139.58",\N,"0.05","0.26","0.22","0.84"
"413296140","2460","358","1504","10","3","71.84",\N,"0.01","0.42","0.42","1.16"
"413332388","16961","358","265","2626","1","0.64",\N,"0.23","0.72","0.06","0.47"
"413917055","2119","310","351","276","3","19.50",\N,"0.16","1.05","0.07","1.33"
"414966228","4504","161","403","163","1","313.97",\N,"0.00","0.30","0.10","1.04"
"415021649","359","28","150","1","0","28.80",\N,"0.02","0.24","0.09","1.09"
"415063303","590","57","197","2","1","165.83",\N,"0.01","0.46","0.01","0.66"
"415073613","14170","1402","1042","2863","33","3.51",\N,"0.57","0.18","0.12","0.89"
"415630833","312","76","275","4","1","8.33",\N,"0.00","0.17","0.79","0.29"
"415900150","922","87","302","26","1","11.47",\N,"0.10","1.26","0.35","0.44"
"416157197","9665","730","1059","122","9","15.06",\N,"0.10","0.41","0.32","0.95"
"416194495","19361","474","389","14497","13","7.12",\N,"0.29","0.31","0.19","1.14"
"416351352","8694","349","507","15","1","16.48",\N,"0.13","1.02","0.11","0.96"
"416502198","393","53","356","31","0","97.43",\N,"0.02","0.36","0.22","1.05"
"417190929","1425","145","213","3622","0","217.72",\N,"0.15","0.58","0.09","0.80"
"417280214","1178","173","114","2","16","10.91",\N,"0.01","0.40","0.45","0.95"
"417735070","1010","182","300","205","0","1243.72",\N,"0.03","0.95","0.30","1.09"
"417770099","347","49","287","10","0","47.30",\N,"0.03","0.38","0.19","0.93"
"417807946","17","22","59","2","0","41.78",\N,"0.06","0.67","0.33","0.61"
"417833332","163","59","128","8","0","87.84",\N,"0.03","1.12","0.52","0.83"
"418024172","430","64","133","191","1","22.94",\N,"0.06","0.38","0.06","0.70"
"418046391","229","22","107","1","0","35.29",\N,"0.01","0.61","0.22","0.68"
"418140622","1069","137","150","48","2","7.83",\N,"0.11","0.48","0.53","0.42"
"418153325","1048","27","94","17","0","12.25",\N,"0.05","0.13","0.02","1.30"
"418247241","128","65","141","0","1","15.47",\N,"0.04","0.50","0.20","0.53"
"418584043","219","45","133","0","0","255.24",\N,"0.00","0.36","0.34","0.92"
"418633045","299","82","174","191","2","105.62",\N,"0.05","0.30","0.55","0.93"
"418641071","55","50","192","1","0","36.18",\N,"0.13","0.84","0.09","0.40"
"418762910","1013","49","185","15","0","142.62",\N,"0.02","0.38","0.17","1.08"
"418986680","67","11","58","8","0","94.09",\N,"0.12","0.46","0.42","0.94"
"419519797","121","43","164","9","0","12.29",\N,"0.04","0.70","0.24","0.88"
"419617449","13716","1302","995","1527","5","479.49",\N,"0.19","0.25","0.05","0.61"
"419617600","1697","104","300","21","1","214.72",\N,"0.02","1.67","0.22","0.85"
"419672622","1117","45","141","9","0","999.94",\N,"0.00","0.62","0.41","0.61"
"420253558","199","32","29","2","1","11.83",\N,"0.02","0.67","0.22","0.46"
"420995289","15324","301","2001","15749","1","26.24",\N,"0.08","0.66","0.23","1.28"
"421002902","3839","459","486","252","0","60.37",\N,"0.08","0.17","0.05","0.88"
"421319874","5297","66","144","2360","0","22.38","0.19","0.04","0.05","0.03","0.97"
"421346603","859","39","218","1","0","53.57",\N,"0.01","0.62","0.06","0.94"
"421847529","467","95","299","326","1","47.57",\N,"0.02","0.37","0.05","0.83"
"422226730","25661","1245","1242","12720","23","3.63",\N,"0.28","0.13","0.06","0.92"
"422807985","1138","33","99","27","0","1.91",\N,"0.01","1.03","0.52","0.10"
"422830732","35","12","67","2","0","49.46",\N,"0.00","0.23","0.34","0.23"
"423021992","2571","228","513","126","2","41.51",\N,"0.05","0.65","0.10","0.99"
"423410028","385","237","675","7","0","2.15","0.07","0.06","0.50","0.42","1.20"
"423613846","7739","321","305","61","2","3.97",\N,"0.14","0.13","0.09","1.15"
"423649561","15","22","14","0","0","33.00","0.53","0.00","0.13","0.27","1.07"
"424265380","6662","141","222","134","1","21.61",\N,"0.04","0.13","0.24","0.68"
"424273053","1503","31","28","7","0","44.67",\N,"0.02","0.36","0.16","0.39"
"424920096","1882","82","173","210","2","22.86","0.14","0.05","0.28","0.30","0.92"
"425138781","6514","1289","885","443","14","4.10",\N,"0.54","0.26","0.02","0.81"
"425209420","22","11","59","1","0","21.14","0.00","0.00","0.95","0.67","0.48"
"425223279","4840","290","343","58","2","22.98",\N,"0.12","0.35","0.39","1.33"
"425241854","114","17","36","7","0","7197.49",\N,"0.00","0.79","0.12","1.26"
"425263052","39107","2925","2744","9395","20","3.49",\N,"0.58","0.09","0.14","1.15"
"425380217","9425","30425","162","157","135","21.55",\N,"0.84","0.15","0.03","1.12"
"425759519","409","24","65","167","0","62.69",\N,"0.18","1.25","0.18","0.77"
"425767265","4","9","14","0","0","0.00","0.25","0.00","0.25","0.75","0.75"
"425840466","7760","768","336","1304","18","12.24",\N,"0.14","0.52","0.10","1.00"
"425878819","293","6","23","55","1","44.65","0.01","0.09","0.71","0.74","0.89"
"425908255","110","56","245","0","0","18.06",\N,"0.00","0.28","0.01","0.72"
"426044579","2854","362","342","307","4","100.05",\N,"0.04","0.92","0.16","0.56"
"426178907","5703","325","474","119","1","15.95",\N,"0.14","0.70","0.43","0.99"
"426531620","54","35","120","7","0","44.24",\N,"0.02","0.20","0.48","0.81"
"426932675","12","3","58","1","0","46.83","0.00","0.08","0.42","0.08","0.75"
"427674701","559","108","571","263","0","625.65",\N,"0.02","0.19","0.35","0.69"
"427676471","239","732","1970","0","7","0.21",\N,"0.03","1.45","0.86","0.78"
"428117425","1236","437","1328","3049","0","31.44",\N,"0.25","0.19","0.06","0.72"
"428202366","87","19","46","66","0","176.36",\N,"0.02","3.51","0.41","0.68"
"428213157","95","16","38","3","0","38.85","0.16","0.01","0.62","0.12","0.83"
"428259355","343","65","100","13","1","2599.13","0.04","0.02","0.98","0.14","0.62"
"428261162","2085","341","454","289","0","4.61",\N,"0.03","0.15","0.07","0.44"
"428263137","6124","656","241","939","1","36.80",\N,"0.17","0.20","0.02","0.67"
"428384851","141","78","170","17","1","62.38",\N,"0.02","1.52","0.12","0.59"
"428434740","414","516","2000","1","1","5.62","0.11","0.01","0.20","0.18","0.87"
"428904234","1479","13","25","47","0","4.73",\N,"0.16","0.25","0.03","0.70"
"428981185","921","139","190","99","0","22.41",\N,"0.07","0.92","0.17","1.27"
"429262110","63","27","270","3","0","44.34",\N,"0.03","0.75","0.16","0.64"
"429414906","1770","514","1176","24","7","1.66","0.01","0.03","0.58","0.64","0.51"
"429718007","2036","123","189","2332","1","42.50",\N,"0.10","0.42","0.46","1.35"
"429808930","1621","254","562","291","7","42.21",\N,"0.06","0.08","0.42","0.46"
"432377556","1549","354","214","1","3","12.20",\N,"0.04","1.15","0.04","0.54"
"432624274","254","33","173","53","0","48.85",\N,"0.00","0.48","0.36","0.79"
"433162117","19025","346","356","20","10","68.88",\N,"0.05","0.25","0.10","0.83"
"433304048","449","41","163","3","1","57.13",\N,"0.00","0.36","0.33","1.05"
"433319326","22","78","103","9","1","0.52",\N,"0.00","1.43","0.29","0.00"
"433546930","7999","178","404","25","0","457.50",\N,"0.04","0.57","0.24","1.17"
"433627975","59","6","76","8","0","44.32",\N,"0.02","0.07","0.02","1.00"
"433984610","1157","168","175","14","1","127.98",\N,"0.09","0.38","0.09","0.72"
"433988089","855","217","1308","2","1","89.09","0.17","0.06","0.88","0.19","0.91"
"434460614","1455","33","85","2","0","40.12",\N,"0.00","0.64","0.41","0.92"
"434591482","606","46","201","37","0","29.00",\N,"0.08","0.90","0.30","0.66"
"434731905","561","39","74","2","1","3.42",\N,"0.01","0.57","0.04","0.34"
"434826176","4725","287","803","197","3","292.26",\N,"0.01","0.52","0.44","0.89"
"434832805","235","43","182","13","0","125.62",\N,"0.03","0.57","0.30","0.95"
"435045600","21","25","59","21","0","77.67","0.05","0.00","0.62","0.43","0.81"
"435224000","145","37","206","50","0","28.87",\N,"0.03","0.78","0.14","0.78"
"435269515","1013","38","151","34","0","376.45",\N,"0.02","1.74","0.33","0.33"
"435327100","78","8","72","2","0","97.33",\N,"0.10","0.58","0.10","0.55"
"435724709","2277","85","152","7","1","21.79",\N,"0.02","0.56","0.08","0.83"
"436612105","511","193","362","12","2","68.20",\N,"0.03","0.56","0.19","1.21"
"436807160","918","85","218","149","0","1096.80",\N,"0.04","0.50","0.11","0.56"
"436961762","819","83","189","40","1","6.69",\N,"0.08","0.62","0.16","0.59"
"437007483","797","526","1449","277","4","8.19",\N,"0.05","0.22","0.24","0.90"
"437363242","1792","209","284","62","3","9.74",\N,"0.03","0.11","0.38","0.35"
"437392860","374","44","126","14","0","93.78","0.06","0.01","0.27","0.48","0.75"
"437456557","763","162","266","20","4","39.62",\N,"0.04","0.31","0.42","0.63"
"437721739","4","0","8","1","0","0.00","0.00","0.00","0.25","0.00","0.75"
"437783167","241","35","130","5","0","22.57",\N,"0.00","0.51","0.26","0.87"
"438437579","197","45","89","18","16","92.24",\N,"0.02","0.44","0.08","0.61"
"438484498","1229","137","137","35","2","35.80",\N,"0.03","0.28","0.17","1.10"
"438756932","24","2","50","0","0","0.00",\N,"0.00","0.40","0.76","0.12"
"438760662","674","79","222","27","0","93.26",\N,"0.03","0.59","0.09","0.89"
"439054192","2269","699","454","50","1","19.58",\N,"0.02","0.25","0.13","0.33"
"439062828","1162","962","1999","95","12","4.43",\N,"0.02","2.30","0.50","0.81"
"439855752","230","5","93","0","0","3.15",\N,"0.00","0.93","0.00","0.86"
"439875805","500","187","186","17","1","7.10",\N,"0.04","0.53","0.67","0.63"
"439972535","574","40","147","66","1","53.95",\N,"0.09","0.45","0.07","0.56"
"440128266","2991","452","1710","337","4","28.45","0.13","0.06","0.79","0.05","0.92"
"440184518","748","252","1532","8","0","6.53",\N,"0.00","1.42","0.75","1.50"
"440311767","478","23","101","566","0","595.42",\N,"0.00","0.33","0.14","0.64"
"440691931","534","117","153","25","2","34.78",\N,"0.03","0.23","0.38","0.99"
"440858782","371","48","153","0","1","19.00",\N,"0.01","0.55","0.15","0.42"
"441483457","1095","50","115","39","0","18.20",\N,"0.02","1.06","0.11","0.75"
"442075220","1073","87","117","292","1","75.66",\N,"0.05","1.58","0.17","0.55"
"442592200","216","89","717","136","1","4226.60","0.03","0.02","0.33","0.43","0.95"
"443896569","2801","428","195","9","7","29.62","0.22","0.20","0.35","0.41","0.93"
"444833485","622","106","203","63","4","72.27",\N,"0.06","0.69","0.38","1.03"
"445345005","3177","94","242","7","1","35.53",\N,"0.04","0.30","0.06","1.17"
"445761780","2073","180","168","465","1","2.32",\N,"0.14","0.56","0.05","0.62"
"446083368","558","111","118","8","0","1550.85",\N,"0.03","0.39","0.06","1.19"
"446143453","8966","504","570","484","4","13.84",\N,"0.05","0.33","0.02","0.72"
"446590484","638","215","318","0","0","46.46",\N,"0.01","0.50","0.05","1.21"
"446987691","395","33","97","2","0","49.73",\N,"0.01","0.25","0.11","0.93"
"447241184","5687","390","558","1046","7","3.46",\N,"0.20","0.49","0.04","0.67"
"449195625","11","21","108","0","0","134.00","0.00","0.00","0.55","0.64","0.64"
"449219266","1874","69","57","306","1","66.15",\N,"0.13","0.32","0.04","0.51"
"450054622","136","42","210","127","0","30.07",\N,"0.03","0.24","0.25","0.76"
"450630648","331","1306","1281","46","4","6.92",\N,"0.09","0.19","0.49","0.45"
"450747981","827","161","309","452","0","61.02",\N,"0.14","0.48","0.03","0.75"
"450891761","1201","103","182","5","0","38.96",\N,"0.02","0.17","0.07","0.37"
"451033303","6378","1531","1991","0","22","0.80",\N,"0.65","0.10","0.00","0.24"
"451370524","10320","1031","1109","1611","4","1.09",\N,"0.29","0.25","0.10","0.95"
"451397835","114","144","178","0","1","4.24",\N,"0.01","1.14","0.09","0.56"
"451597109","150","10","74","1","0","0.39",\N,"0.03","0.25","0.01","0.84"
"452726181","960","33","91","7","0","15.61","0.04","0.02","0.18","0.37","0.41"
"452814756","2959","94","189","4","3","38.35",\N,"0.05","0.13","0.13","0.73"
"452828946","24901","330","725","13006","2","40.80",\N,"0.13","0.14","0.12","2.77"
"453034522","642","56","286","35","0","1481.68","0.10","0.05","1.16","0.10","0.60"
"453238264","20023","1812","1846","3807","2","1095.62",\N,"0.08","0.18","0.04","0.69"
"453285193","5035","153","221","55","4","35.78",\N,"0.03","0.52","0.27","0.76"
"453885595","1539","205","397","36","1","561.14",\N,"0.04","0.88","0.03","0.56"
"454200724","3608","121","203","40","0","15.91",\N,"0.07","0.70","0.07","0.59"
"454318003","4447","160","167","3411","1","70.05",\N,"0.11","0.62","0.10","0.95"
"454914980","145","10","23","2","1","96.11",\N,"0.01","0.31","0.08","0.98"
"455266133","741","295","499","130","0","48.17",\N,"0.15","0.89","0.13","0.32"
"455340385","1581","98","1441","540","0","17.37",\N,"0.04","0.55","0.02","0.93"
"455651875","2782","66","358","37","0","321.47",\N,"0.00","0.86","0.30","0.63"
"455775628","16343","1503","1998","2793","38","0.78",\N,"0.30","0.31","0.22","0.92"
"455979285","107","41","237","1","0","126.25",\N,"0.03","0.16","0.52","0.67"
"456823762","249","898","1908","9","1","12.93",\N,"0.25","0.12","0.05","0.40"
"457775543","433","39","72","2","2","19.64",\N,"0.01","0.68","0.36","1.13"
"459628045","942","126","602","71","2","22.67",\N,"0.02","0.22","0.14","1.32"
"459646843","563","100","378","0","0","3.67",\N,"0.07","0.75","0.08","0.30"
"459678083","1010","91","205","133","0","40.94",\N,"0.01","0.49","0.48","0.78"
"459680754","1322","144","227","37","2","678.46",\N,"0.04","0.48","0.20","0.71"
"460985875","479","180","785","69","0","11.93",\N,"0.01","0.11","0.13","0.77"
"461010838","3046","67","94","5","2","57.20",\N,"0.02","0.68","0.11","0.97"
"461425627","2471","195","659","71","0","27.66",\N,"0.03","0.24","0.18","0.95"
"462251578","79","7","89","5","0","48.22","0.12","0.01","0.36","0.16","0.83"
"462889040","5091","137","524","148","2","55.85",\N,"0.02","0.33","0.10","0.94"
"462971394","255","13","167","3","0","53.59",\N,"0.00","0.11","0.05","0.28"
"463246965","606","79","364","12","1","65.40",\N,"0.01","0.83","0.16","0.87"
"463889910","315","25","31","4","0","18.17",\N,"0.08","0.19","0.15","1.18"
